external_directory_id,locz_pincode_code,pincode,pincode_confidence,pincode_method,display_name,resolved_name,slug,business_type,category,subcategory,description,public_phone,phone_line_type,whatsapp_available,public_email,website,address_line_1,address_line_2,locality,mandal,city,district,state,country,latitude,longitude,location_accuracy,opening_hours,source_type,source_name,source_record_id,source_url,licence_name,attribution_text,confidence_score,completeness_score,freshness_score,tier,claim_status,verification_status,publication_type,products_disabled,offers_disabled,reviews_disabled,owner_contact_unconfirmed,last_seen_at
ovt:2961e0d2-1aae-451d-b1c5-420ffbbc4f61,500002,500002,0.97,exact_source_pincode,Kwality Automobiles,Kwality Automobiles,,RETAIL_STORE,automobile-services,,,+919133962928,mobile,,,,Quressi Complex,,Shah Ali Banda,,,Hyderabad,Telangana,IN,17.35481517,78.47194074,exact_storefront,,overture,Overture Maps — Places (India),ovt:2961e0d2-1aae-451d-b1c5-420ffbbc4f61,,CDLA-Permissive-2.0,© Overture Maps Foundation,85,80,,CONTACTABLE,unclaimed,unverified,directory_listing,True,True,True,True,2026-08-01 20:13:10.830246+05:30
ovt:623652ad-592a-4537-86a1-de8fcce52bc5,500002,500002,0.97,exact_source_pincode,MD Shakeel Car Electrician and Battery Charging,MD Shakeel Car Electrician and Battery Charging,,SERVICE_PROVIDER,automobile-services,,,+919391081354,mobile,,,,Moti Gali,,Hyderabad,,,Hyderabad,Telangana,IN,17.35882882,78.47122558,exact_storefront,,overture,Overture Maps — Places (India),ovt:623652ad-592a-4537-86a1-de8fcce52bc5,,CDLA-Permissive-2.0,© Overture Maps Foundation,85,80,,CONTACTABLE,unclaimed,unverified,directory_listing,True,True,True,True,2026-08-01 20:13:10.830246+05:30
ovt:6dcc2daf-7ed6-493c-86f4-4718bb82f51a,500002,500002,0.97,exact_source_pincode,CS Car Solutions,CS Car Solutions,,RETAIL_STORE,automobile-services,,,+919052223852,mobile,,,,"#22-4-551, Opp. Suraj Theater,Etabar chowk,Beside Bajabar Function Hall, Yakutpura,Hyderabad.",,Alijah Kotla,,,Hyderabad,Telangana,IN,17.3620295,78.4810717,exact_storefront,,overture,Overture Maps — Places (India),ovt:6dcc2daf-7ed6-493c-86f4-4718bb82f51a,,CDLA-Permissive-2.0,© Overture Maps Foundation,85,80,,CONTACTABLE,unclaimed,source_verified,directory_listing,True,True,True,True,2026-08-01 20:13:10.830246+05:30
ovt:5282d5bb-d327-4c6a-a757-f209a43f207d,500002,500002,0.97,exact_source_pincode,Hasnain Tours and Travels,Hasnain Tours and Travels,,RETAIL_STORE,automobile-services,,,+919381266802,mobile,,,,,,Khilwat,,,Hyderabad,Telangana,IN,17.35843622,78.46922683,exact_storefront,,overture,Overture Maps — Places (India),ovt:5282d5bb-d327-4c6a-a757-f209a43f207d,,CDLA-Permissive-2.0,© Overture Maps Foundation,75,65,,CONTACTABLE,unclaimed,unverified,directory_listing,True,True,True,True,2026-08-01 20:13:10.830246+05:30
ovt:4d2516c3-6ce1-4d86-9cb1-c6bd231fc248,500002,500002,0.97,exact_source_pincode,Hayath Mechanical Works,Hayath Mechanical Works,,RETAIL_STORE,automobile-services,,,,,,,,Mehandi Gali,,Riqab Gunj,,,Hyderabad,Telangana,IN,17.36693236,78.46967552,exact_storefront,,overture,Overture Maps — Places (India),ovt:4d2516c3-6ce1-4d86-9cb1-c6bd231fc248,,CDLA-Permissive-2.0,© Overture Maps Foundation,70,60,,LOCATABLE,unclaimed,unverified,directory_listing,True,True,True,True,2026-08-01 20:13:10.830246+05:30
ovt:22de2820-002d-4573-922d-73d490853e4e,500002,500002,0.97,exact_source_pincode,Motors Zone,Motors Zone,,RETAIL_STORE,automobile-services,,,,,,,,"S No 21-394, Mehndi Mahboob Sabhani, Moosa Bowli",,Ghansi Bazaar,,,Hyderabad,Telangana,IN,17.36603701,78.46749776,exact_storefront,,overture,Overture Maps — Places (India),ovt:22de2820-002d-4573-922d-73d490853e4e,,CDLA-Permissive-2.0,© Overture Maps Foundation,70,60,,LOCATABLE,unclaimed,unverified,directory_listing,True,True,True,True,2026-08-01 20:13:10.830246+05:30
ovt:6fd62e5b-b223-496b-adda-62502d76fb94,500002,500002,0.97,exact_source_pincode,Affandi Mechanical Works,Affandi Mechanical Works,,SERVICE_PROVIDER,automobile-services,,,,,,,,Mir Alam Mandi Road,,Purani Haveli,,,Hyderabad,Telangana,IN,17.36871376,78.48169487,exact_storefront,,overture,Overture Maps — Places (India),ovt:6fd62e5b-b223-496b-adda-62502d76fb94,,CDLA-Permissive-2.0,© Overture Maps Foundation,70,60,,LOCATABLE,unclaimed,unverified,directory_listing,True,True,True,True,2026-08-01 20:13:10.830246+05:30
ovt:f7ccae44-4840-4342-bda7-7fccca0333a4,500002,500002,0.97,exact_source_pincode,Unique Servicing Centre,Unique Servicing Centre,,FOOD_SERVICE,automobile-services,,,,,,,,No 20-2-239/1,,Osmanbagh,,,Hyderabad,Telangana,IN,17.36046888,78.46133062,exact_storefront,,overture,Overture Maps — Places (India),ovt:f7ccae44-4840-4342-bda7-7fccca0333a4,,CDLA-Permissive-2.0,© Overture Maps Foundation,70,60,,LOCATABLE,unclaimed,source_verified,directory_listing,True,True,True,True,2026-08-01 20:13:10.830246+05:30
ovt:212cb5fc-f33e-4dc0-bb89-0cb0a2f119ed,500002,500002,0.97,exact_source_pincode,AS Motors,AS Motors,,RETAIL_STORE,automobile-services,,,,,,,,"Shop No 23-1-570, Beside Safeena Hotel, Alijah Kotla Road, Bibi Bazar",,Alijah Kotla,,,Hyderabad,Telangana,IN,17.35976872,78.47937829,exact_storefront,,overture,Overture Maps — Places (India),ovt:212cb5fc-f33e-4dc0-bb89-0cb0a2f119ed,,CDLA-Permissive-2.0,© Overture Maps Foundation,70,60,,LOCATABLE,unclaimed,source_verified,directory_listing,True,True,True,True,2026-08-01 20:13:10.830246+05:30
ovt:0319148d-5883-4a00-864c-a5bc6f44d66b,500002,500002,0.97,exact_source_pincode,Md Yousuf Golden Bike Service Point,Md Yousuf Golden Bike Service Point,,RETAIL_STORE,automobile-services,,,,,,,,"No 22-7-509/4, Mandi Road, Purani",,Purani Haveli,,,Hyderabad,Telangana,IN,17.36712349,78.48094157,exact_storefront,,overture,Overture Maps — Places (India),ovt:0319148d-5883-4a00-864c-a5bc6f44d66b,,CDLA-Permissive-2.0,© Overture Maps Foundation,70,60,,LOCATABLE,unclaimed,unverified,directory_listing,True,True,True,True,2026-08-01 20:13:10.830246+05:30
ovt:8584ddc8-b746-4460-a15d-960047e590f6,500002,500002,0.97,exact_source_pincode,U Like Auto Consultation,U Like Auto Consultation,,RETAIL_STORE,automobile-services,,,,,,,,Gauhar Function Hall Road,,Moghalpura,,,Hyderabad,Telangana,IN,17.35709227,78.47781236,exact_storefront,,overture,Overture Maps — Places (India),ovt:8584ddc8-b746-4460-a15d-960047e590f6,,CDLA-Permissive-2.0,© Overture Maps Foundation,70,60,,LOCATABLE,unclaimed,unverified,directory_listing,True,True,True,True,2026-08-01 20:13:10.830246+05:30
ovt:9b015e11-e803-440f-b8ee-c34c335f598e,500002,500002,0.97,exact_source_pincode,FK Tyres,FK Tyres,,RETAIL_STORE,automobile-services,,,,,,,,"22-1-48/D, Darulshifa, Kali Khaber, Beside Hotel Mahran",,Dar-Ul-Shifa,,,Hyderabad,Telangana,IN,17.37013602,78.48012123,exact_storefront,,overture,Overture Maps — Places (India),ovt:9b015e11-e803-440f-b8ee-c34c335f598e,,CDLA-Permissive-2.0,© Overture Maps Foundation,70,60,,LOCATABLE,unclaimed,unverified,directory_listing,True,True,True,True,2026-08-01 20:13:10.830246+05:30
ovt:c668eebe-59ec-44e0-88a9-d1cd23f4105b,500002,500002,0.97,exact_source_pincode,Auto Spare Parts,Auto Spare Parts,,RETAIL_STORE,automobile-services,,,,,,,,Rathkhana St,,Panjeshah,,,Hyderabad,Telangana,IN,17.36155224,78.47652859,exact_storefront,,overture,Overture Maps — Places (India),ovt:c668eebe-59ec-44e0-88a9-d1cd23f4105b,,CDLA-Permissive-2.0,© Overture Maps Foundation,70,60,,LOCATABLE,unclaimed,unverified,directory_listing,True,True,True,True,2026-08-01 20:13:10.830246+05:30
ovt:74e0e9fd-2d85-4c9b-a3d1-2223a08bd40d,500002,500002,0.97,exact_source_pincode,Fast Repairing,Fast Repairing,,RETAIL_STORE,automobile-services,,,,,,,,"Haribowli Road, Rajpal Nagar, Hari Bowli",,Moghalpura,,,Hyderabad,Telangana,IN,17.35492999,78.47594529,exact_storefront,,overture,Overture Maps — Places (India),ovt:74e0e9fd-2d85-4c9b-a3d1-2223a08bd40d,,CDLA-Permissive-2.0,© Overture Maps Foundation,70,60,,LOCATABLE,unclaimed,unverified,directory_listing,True,True,True,True,2026-08-01 20:13:10.830246+05:30
ovt:d2f8eed1-1616-4262-b4eb-67e91248771b,500002,500002,0.97,exact_source_pincode,MAQ Travels,MAQ Travels,,RETAIL_STORE,automobile-services,,,,,,,,22-5-83 Charminar Road,,Hyderabad,,,Hyderabad,Telangana,IN,17.360021666667,78.472441666667,exact_storefront,,overture,Overture Maps — Places (India),ovt:d2f8eed1-1616-4262-b4eb-67e91248771b,,CDLA-Permissive-2.0,© Overture Maps Foundation,70,60,,LOCATABLE,unclaimed,source_verified,directory_listing,True,True,True,True,2026-08-01 20:13:10.830246+05:30
ovt:194d6ced-3796-426b-8c5b-7e28d00b5e86,500002,500002,0.97,exact_source_pincode,Credr Second Hand Bikes,Credr Second Hand Bikes,,RETAIL_STORE,automobile-services,,,,,,,,"23-2-549/1, Opposite Masjid E Faqarunnisa Begum, Mir Ka Daira, Hari Bowli",,Moghalpura,,,Hyderabad,Telangana,IN,17.3546366,78.47582833,exact_storefront,,overture,Overture Maps — Places (India),ovt:194d6ced-3796-426b-8c5b-7e28d00b5e86,,CDLA-Permissive-2.0,© Overture Maps Foundation,70,60,,LOCATABLE,unclaimed,unverified,directory_listing,True,True,True,True,2026-08-01 20:13:10.830246+05:30
ovt:a7c2c6cd-0807-423e-bc24-b871c5ed02a5,500002,500002,0.97,exact_source_pincode,Standard Cabs,Standard Cabs,,HOSPITALITY,automobile-services,,,,,,,,Shop No 22-7-387/2,,Dar-Ul-Shifa,,,Hyderabad,Telangana,IN,17.36808823,78.47775234,exact_storefront,,overture,Overture Maps — Places (India),ovt:a7c2c6cd-0807-423e-bc24-b871c5ed02a5,,CDLA-Permissive-2.0,© Overture Maps Foundation,70,60,,LOCATABLE,unclaimed,unverified,directory_listing,True,True,True,True,2026-08-01 20:13:10.830246+05:30
ovt:131a7057-1e97-4a38-bf5b-5fe048403e41,500002,500002,0.8,nearest_named_place,KGN Kawab Centre,KGN Kawab Centre,,RETAIL_STORE,automobile-services,,,,,,,,Near Charminar Bus Stand,,Hyderabad,,,Hyderabad,Telangana,IN,17.359348,78.474023,exact_storefront,,overture,Overture Maps — Places (India),ovt:131a7057-1e97-4a38-bf5b-5fe048403e41,,CDLA-Permissive-2.0,© Overture Maps Foundation,63,60,,LOCATABLE,unclaimed,unverified,directory_listing,True,True,True,True,2026-08-01 20:13:10.830246+05:30
ovt:6ef6d5f9-c46f-45a9-b15e-20cb7c2723be,500002,500002,0.8,nearest_named_place,K.B.N Tiffin Centre,K.B.N Tiffin Centre,,RETAIL_STORE,automobile-services,,,,,,,,Next To Hotel Nimrah,,Hyderabad,,,Hyderabad,Telangana,IN,17.361974716187,78.474075317383,exact_storefront,,overture,Overture Maps — Places (India),ovt:6ef6d5f9-c46f-45a9-b15e-20cb7c2723be,,CDLA-Permissive-2.0,© Overture Maps Foundation,63,60,,LOCATABLE,unclaimed,unverified,directory_listing,True,True,True,True,2026-08-01 20:13:10.830246+05:30
ovt:1c962466-b1d5-46dd-a5e2-6431a7b71a4b,500002,500002,0.8,nearest_named_place,Amic Company (AMIC & Co.),Amic Company (AMIC & Co.),,SERVICE_PROVIDER,automobile-services,,,,,,,http://www.amiccompany.com/,,,Murad Mahal Colony,,,Hyderabad,Telangana,IN,17.35531365873155,78.47876684286949,exact_storefront,,overture,Overture Maps — Places (India),ovt:1c962466-b1d5-46dd-a5e2-6431a7b71a4b,,CDLA-Permissive-2.0,© Overture Maps Foundation,58,55,,LOCATABLE,unclaimed,unverified,directory_listing,True,True,True,True,2026-08-01 20:13:10.830246+05:30
ovt:ca97a8e6-fa87-4cae-ac2c-18f70d1e6113,500002,500002,0.97,exact_source_pincode,Mohammedi Confectioners,Mohammedi Confectioners,,FOOD_SERVICE,bakeries-and-sweets,,,+919346332736,mobile,,mohammediconfectioners@gmail.com,http://mohammediconfectioners.com/,"Shop No# 21-1-125 Opp. Madina Building Beside Mohammdan Cap Mall, beside shadab hotel",,Patthergatti,,,Hyderabad,Telangana,IN,17.36885639,78.47602247,exact_storefront,,overture,Overture Maps — Places (India),ovt:ca97a8e6-fa87-4cae-ac2c-18f70d1e6113,,CDLA-Permissive-2.0,© Overture Maps Foundation,90,90,,CONTACTABLE,unclaimed,unverified,directory_listing,True,True,True,True,2026-08-01 20:13:10.830246+05:30
ovt:f227e9f8-ecd0-4100-a837-3128a7980bf8,500002,500002,0.97,exact_source_pincode,Masqati Dairy company,Masqati Dairy company,,FOOD_SERVICE,bakeries-and-sweets,,,+919848052530,mobile,,marketing@masqati.com,http://www.masqati.com/,"22-4-470, Alijah Kotla, Yakutpura, Etebar Chowk, Bibi Bazaar, near Charminar",,Alijah Kotla,,,Hyderabad,Telangana,IN,17.3610702,78.47984596,exact_storefront,,overture,Overture Maps — Places (India),ovt:f227e9f8-ecd0-4100-a837-3128a7980bf8,,CDLA-Permissive-2.0,© Overture Maps Foundation,90,90,,CONTACTABLE,unclaimed,unverified,directory_listing,True,True,True,True,2026-08-01 20:13:10.830246+05:30
ovt:454f40b5-89d7-4106-93d3-fb8082e95c39,500002,500002,0.97,exact_source_pincode,Lacto Nile,Lacto Nile,,FOOD_SERVICE,bakeries-and-sweets,,,+914064634753,landline,,lactonile@yahoo.com,http://lactonile.com/,"21-1-960, 21-7-816 to 619,Satya Sarovar,Opp:Gobriel School,High Court, High Court Rd",,Riqab Gunj,,,Hyderabad,Telangana,IN,17.3679507,78.4717221,exact_storefront,,overture,Overture Maps — Places (India),ovt:454f40b5-89d7-4106-93d3-fb8082e95c39,,CDLA-Permissive-2.0,© Overture Maps Foundation,90,90,,CONTACTABLE,unclaimed,unverified,directory_listing,True,True,True,True,2026-08-01 20:13:10.830246+05:30
ovt:fc5aae10-d872-444f-af8f-d92f0be3df59,500002,500002,0.97,exact_source_pincode,Řįzwàn Bàķəŕy moghalpura,Řįzwàn Bàķəŕy moghalpura,,FOOD_SERVICE,bakeries-and-sweets,,,+919885536860,mobile,,,http://www.rizwanbakery.com/,"18-7-198/A/5/3&4,opp old volta hotel sultan shahi road",,Shah Ali Banda,,,Hyderabad,Telangana,IN,17.3538,78.4743,exact_storefront,,overture,Overture Maps — Places (India),ovt:fc5aae10-d872-444f-af8f-d92f0be3df59,,CDLA-Permissive-2.0,© Overture Maps Foundation,90,90,,CONTACTABLE,unclaimed,unverified,directory_listing,True,True,True,True,2026-08-01 20:13:10.830246+05:30
ovt:6590a239-4793-4ddd-a60d-09545bfa8d4a,500002,500002,0.97,exact_source_pincode,Chintu's Jalebi Centre,Chintu's Jalebi Centre,,FOOD_SERVICE,bakeries-and-sweets,,,+919000009713,mobile,,shubhamvyas143@gmail.com,,"no :6, High Court Rd, opp. HDFC Bank",,Riqab Gunj,,,Hyderabad,Telangana,IN,17.36839853,78.47175627,exact_storefront,,overture,Overture Maps — Places (India),ovt:6590a239-4793-4ddd-a60d-09545bfa8d4a,,CDLA-Permissive-2.0,© Overture Maps Foundation,85,80,,CONTACTABLE,unclaimed,unverified,directory_listing,True,True,True,True,2026-08-01 20:13:10.830246+05:30
ovt:8d89f29a-4e75-499e-a5ba-0e403b514742,500002,500002,0.97,exact_source_pincode,Al Safa Dairy Milk and Ice Cream,Al Safa Dairy Milk and Ice Cream,,FOOD_SERVICE,bakeries-and-sweets,,,+918801330055,mobile,,,,Mir Alam Mandi Road,,Moghalpura,,,Hyderabad,Telangana,IN,17.35757852,78.47914638,exact_storefront,,overture,Overture Maps — Places (India),ovt:8d89f29a-4e75-499e-a5ba-0e403b514742,,CDLA-Permissive-2.0,© Overture Maps Foundation,85,80,,CONTACTABLE,unclaimed,unverified,directory_listing,True,True,True,True,2026-08-01 20:13:10.830246+05:30
ovt:c82679e4-b7ae-4497-8f6c-ef5c49aaf47d,500002,500002,0.97,exact_source_pincode,Safeena Bakery,Safeena Bakery,,FOOD_SERVICE,bakeries-and-sweets,,,+917207406786,mobile,,safeenabakery@gmail.com,,"17-2-170, Charminar Rd, near Alijah Kotla",,Alijah Kotla,,,Hyderabad,Telangana,IN,17.36058245,78.47953873,exact_storefront,,overture,Overture Maps — Places (India),ovt:c82679e4-b7ae-4497-8f6c-ef5c49aaf47d,,CDLA-Permissive-2.0,© Overture Maps Foundation,85,80,,CONTACTABLE,unclaimed,unverified,directory_listing,True,True,True,True,2026-08-01 20:13:10.830246+05:30
ovt:4255823d-6405-4c72-8294-fcce04760176,500002,500002,0.97,exact_source_pincode,Agra Mithai Ghar & Restaurant,Agra Mithai Ghar & Restaurant,,FOOD_SERVICE,bakeries-and-sweets,,,+914066140088,landline,,agramithaighar@yahoo.co.in,,21-2-112/113,,Hyderabad,,,Hyderabad,Telangana,IN,17.36363648,78.47425143,exact_storefront,,overture,Overture Maps — Places (India),ovt:4255823d-6405-4c72-8294-fcce04760176,,CDLA-Permissive-2.0,© Overture Maps Foundation,85,80,,CONTACTABLE,unclaimed,unverified,directory_listing,True,True,True,True,2026-08-01 20:13:10.830246+05:30
ovt:b6ea02d7-62a0-492e-899a-29a3182c2d6b,500002,500002,0.97,exact_source_pincode,A-1 Cool Drinks,A-1 Cool Drinks,,FOOD_SERVICE,bakeries-and-sweets,,,+918801300916,mobile,,,,"20-4-228, Khilwath Rd",,Hyderabad,,,Hyderabad,Telangana,IN,17.35949903,78.47120438,exact_storefront,,overture,Overture Maps — Places (India),ovt:b6ea02d7-62a0-492e-899a-29a3182c2d6b,,CDLA-Permissive-2.0,© Overture Maps Foundation,85,80,,CONTACTABLE,unclaimed,unverified,directory_listing,True,True,True,True,2026-08-01 20:13:10.830246+05:30
ovt:579e2300-d3bb-4210-a23d-86ef70b7d373,500002,500002,0.97,exact_source_pincode,Matwale Doodh Ghar,Matwale Doodh Ghar,,FOOD_SERVICE,bakeries-and-sweets,,,+918966542353,mobile,,mukkram49@gmail.com,,Shahalibanda Road,,Moghalpura,,,Hyderabad,Telangana,IN,17.35674954,78.47364674,exact_storefront,,overture,Overture Maps — Places (India),ovt:579e2300-d3bb-4210-a23d-86ef70b7d373,,CDLA-Permissive-2.0,© Overture Maps Foundation,85,80,,CONTACTABLE,unclaimed,unverified,directory_listing,True,True,True,True,2026-08-01 20:13:10.830246+05:30
ovt:03af9491-0bf7-4630-9557-cb22fd93ad90,500002,500002,0.97,exact_source_pincode,Silky Ice Cream,Silky Ice Cream,,FOOD_SERVICE,bakeries-and-sweets,,,+919396537186,mobile,,,,"Shop No 20, 3, Amir-E-Kabir St",,Hussaini Alam,,,Hyderabad,Telangana,IN,17.36036261,78.46919028,exact_storefront,,overture,Overture Maps — Places (India),ovt:03af9491-0bf7-4630-9557-cb22fd93ad90,,CDLA-Permissive-2.0,© Overture Maps Foundation,85,80,,CONTACTABLE,unclaimed,source_verified,directory_listing,True,True,True,True,2026-08-01 20:13:10.830246+05:30
ovt:bf717e72-6a40-4b69-84ed-bdf6c202b6b7,500002,500002,0.97,exact_source_pincode,Pista House Salman Khan,Pista House Salman Khan,,FOOD_SERVICE,bakeries-and-sweets,,,+919866712211,mobile,,,,Telangana,,Alijah Kotla,,,Hyderabad,Telangana,IN,17.36185545,78.48018922,exact_storefront,,overture,Overture Maps — Places (India),ovt:bf717e72-6a40-4b69-84ed-bdf6c202b6b7,,CDLA-Permissive-2.0,© Overture Maps Foundation,85,80,,CONTACTABLE,unclaimed,unverified,directory_listing,True,True,True,True,2026-08-01 20:13:10.830246+05:30
ovt:c73f7eef-3abc-475c-81d5-a168c84a7003,500002,500002,0.97,exact_source_pincode,New Cake House Bakery,New Cake House Bakery,,FOOD_SERVICE,bakeries-and-sweets,,,+919246266881,mobile,,,,"Near Esra Hospital, Shahlibanda Road",,Moghalpura,,,Hyderabad,Telangana,IN,17.35713759,78.47390079,exact_storefront,,overture,Overture Maps — Places (India),ovt:c73f7eef-3abc-475c-81d5-a168c84a7003,,CDLA-Permissive-2.0,© Overture Maps Foundation,85,80,,CONTACTABLE,unclaimed,unverified,directory_listing,True,True,True,True,2026-08-01 20:13:10.830246+05:30
